Key,Region,Season,Day,Prompt,LLM Result (raw),Pred Has Extreme,Pred Peak MW,GT Has Extreme,GT Peak MW,GT N Extreme Slots,Lenient,Consistent,Peak MAE,Extraction OK,Model,Prompting,Elapsed (s)
energy_extreme_DE_LU_2023-08-13_01:30,DE_LU,Summer,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Monday. Is weekend: No.
Normal load range: 48577 ± 7436 MW. Extreme threshold: 59731 MW.

Historical load (l","Answer: YES

Peak load estimate: 6523 MW",True,6523.0,True,47.55,1,1.0,1.0,6475.45,True,llama3:8b-instruct-q2_K,zeroshot,18.31
energy_extreme_DE_LU_2023-03-13_00:30,DE_LU,Spring,Tuesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Tuesday. Is weekend: No.
Normal load range: 56373 ± 7917 MW. Extreme threshold: 68248 MW.

Historical load (","NO.

Peak load estimate: Not exceeding 68248 MW.",False,,True,433.11,2,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.71
energy_extreme_DE_LU_2023-05-04_01:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Friday. Is weekend: No.
Normal load range: 49092 ± 8266 MW. Extreme threshold: 61491 MW.

Historical load (l","YES

Estimated peak load: 62480 MW",True,62480.0,True,2032.89,10,1.0,1.0,60447.11,True,llama3:8b-instruct-q2_K,zeroshot,18.40
energy_extreme_DE_LU_2023-01-25_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Thursday. Is weekend: No.
Normal load range: 58884 ± 8345 MW. Extreme threshold: 71402 MW.

Historical load ","NO.

Peak load estimate: approximately 6720 MW",False,,True,203.56,1,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.14
energy_extreme_DE_LU_2023-09-24_01:30,DE_LU,Autumn,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Monday. Is weekend: No.
Normal load range: 50615 ± 8564 MW. Extreme threshold: 63461 MW.

Historical load (l","NO

The peak load is unlikely to exceed the extreme threshold of 63461 MW in the next 24 hours. The estimated peak load in MW is around 46045.",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,21.39
energy_extreme_DE_LU_2023-07-30_01:30,DE_LU,Summer,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Monday. Is weekend: No.
Normal load range: 48661 ± 7957 MW. Extreme threshold: 60597 MW.

Historical load (l","NO.

Estimated peak load in the next 24 hours: 58550 MW.",False,,True,284.5,3,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,22.15
energy_extreme_DE_LU_2023-01-22_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Monday. Is weekend: No.
Normal load range: 59367 ± 8335 MW. Extreme threshold: 71870 MW.

Historical load (l","NO.

Peak load estimate: Not expected to exceed 71870 MW.",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.56
energy_extreme_DE_LU_2023-08-07_01:30,DE_LU,Summer,Tuesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Tuesday. Is weekend: No.
Normal load range: 48663 ± 8047 MW. Extreme threshold: 60733 MW.

Historical load (","NO

Peak load estimate: 48663 MW",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.70
energy_extreme_DE_LU_2023-08-01_01:30,DE_LU,Summer,Wednesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Wednesday. Is weekend: No.
Normal load range: 48499 ± 7993 MW. Extreme threshold: 60488 MW.

Historical load","YES.

Peak load estimate: 65240 MW.",True,65240.0,True,1509.29,6,1.0,1.0,63730.71,True,llama3:8b-instruct-q2_K,zeroshot,18.18
energy_extreme_DE_LU_2023-05-07_01:30,DE_LU,Spring,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Monday. Is weekend: No.
Normal load range: 49491 ± 8273 MW. Extreme threshold: 61901 MW.

Historical load (l","NO.

Estimated peak load in the next 24 hours: approximately 55000 MW.",False,,True,947.94,6,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.15
energy_extreme_DE_LU_2023-09-18_01:30,DE_LU,Autumn,Tuesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Tuesday. Is weekend: No.
Normal load range: 50813 ± 8469 MW. Extreme threshold: 63516 MW.

Historical load (","NO.

Peak load estimate: 59291 MW",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.07
energy_extreme_DE_LU_2023-06-13_01:30,DE_LU,Summer,Wednesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Wednesday. Is weekend: No.
Normal load range: 48312 ± 7441 MW. Extreme threshold: 59475 MW.

Historical load","NO

Peak load estimate: 5300 MW",False,,True,1453.25,9,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.11
energy_extreme_DE_LU_2023-10-18_01:30,DE_LU,Autumn,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Thursday. Is weekend: No.
Normal load range: 53578 ± 8646 MW. Extreme threshold: 66547 MW.

Historical load ","NO.

Peak load estimate: 65000 MW",False,,True,1108.41,9,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.10
energy_extreme_DE_LU_2023-05-23_01:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Wednesday. Is weekend: No.
Normal load range: 47884 ± 8140 MW. Extreme threshold: 60094 MW.

Historical load","NO.

(Note: The peak load estimate is not applicable since the answer is NO, and the analyst does not need to estimate the peak load.)",False,,True,1984.13,10,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,20.44
energy_extreme_DE_LU_2023-04-13_01:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Friday. Is weekend: No.
Normal load range: 47778 ± 8267 MW. Extreme threshold: 60178 MW.

Historical load (l","YES

Estimated peak load: 64545 MW",True,64545.0,True,161.15,1,1.0,1.0,64383.85,True,llama3:8b-instruct-q2_K,zeroshot,20.39
energy_extreme_DE_LU_2023-04-09_01:30,DE_LU,Spring,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Monday. Is weekend: No.
Normal load range: 50749 ± 7760 MW. Extreme threshold: 62388 MW.

Historical load (l","NO.

Estimated peak load: approximately 4200 MW",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.13
energy_extreme_DE_LU_2023-08-17_01:30,DE_LU,Summer,Friday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Friday. Is weekend: No.
Normal load range: 48330 ± 7542 MW. Extreme threshold: 59643 MW.

Historical load (l","**Answer: YES**

Peak load estimate in MW: approximately 62130 MW",True,62130.0,True,846.72,3,1.0,1.0,61283.28,True,llama3:8b-instruct-q2_K,zeroshot,18.97
energy_extreme_DE_LU_2023-08-02_01:30,DE_LU,Summer,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Thursday. Is weekend: No.
Normal load range: 48602 ± 8057 MW. Extreme threshold: 60687 MW.

Historical load ","NO.

Peak load estimate: Not exceeding 60687 MW.",False,,True,875.12,3,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.16
energy_extreme_DE_LU_2023-02-01_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Thursday. Is weekend: No.
Normal load range: 59536 ± 8609 MW. Extreme threshold: 72450 MW.

Historical load ","NO

(Note: The peak load is expected to be below the extreme threshold of 72450 MW)",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.76
energy_extreme_DE_LU_2023-12-16_00:30,DE_LU,Winter,Sunday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Sunday. Is weekend: Yes.
Normal load range: 57983 ± 8848 MW. Extreme threshold: 71255 MW.

Historical load (","**Answer:** NO

Peak load estimate: Not applicable (since the answer is NO)",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,20.41
energy_extreme_DE_LU_2023-03-22_00:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Thursday. Is weekend: No.
Normal load range: 53989 ± 8574 MW. Extreme threshold: 66850 MW.

Historical load ","NO.

Peak load estimate: approximately 5400 MW",False,,True,333.78,3,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.15
energy_extreme_DE_LU_2023-09-14_01:30,DE_LU,Autumn,Friday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Friday. Is weekend: No.
Normal load range: 50929 ± 8374 MW. Extreme threshold: 63490 MW.

Historical load (l","YES

Peak load estimate: 65000 MW",True,65000.0,False,0.0,0,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.21
energy_extreme_DE_LU_2023-12-13_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Thursday. Is weekend: No.
Normal load range: 59080 ± 9313 MW. Extreme threshold: 73050 MW.

Historical load ","NO.

Peak load estimate: 68000 MW",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.11
energy_extreme_DE_LU_2023-03-08_00:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Thursday. Is weekend: No.
Normal load range: 56760 ± 7734 MW. Extreme threshold: 68361 MW.

Historical load ","YES

Peak load estimate: 68031 MW",True,68031.0,False,0.0,0,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.10
energy_extreme_DE_LU_2023-11-19_00:30,DE_LU,Autumn,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Monday. Is weekend: No.
Normal load range: 57491 ± 9130 MW. Extreme threshold: 71185 MW.

Historical load (l","NO.

Peak load estimate: Not applicable, as NO indicates there will be no extreme demand event.",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.35
energy_extreme_DE_LU_2023-08-23_01:30,DE_LU,Summer,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Thursday. Is weekend: No.
Normal load range: 49446 ± 7939 MW. Extreme threshold: 61355 MW.

Historical load ","NO

Peak load estimate: Not applicable (load did not exceed extreme threshold)",False,,True,1666.89,7,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,20.12
energy_extreme_DE_LU_2023-05-16_01:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Wednesday. Is weekend: No.
Normal load range: 51228 ± 8495 MW. Extreme threshold: 63970 MW.

Historical load","Answer: YES

Peak load estimate: 65618 MW",True,65618.0,True,360.61,2,1.0,1.0,65257.39,True,llama3:8b-instruct-q2_K,zeroshot,19.11
energy_extreme_DE_LU_2023-01-08_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Monday. Is weekend: No.
Normal load range: 52645 ± 8469 MW. Extreme threshold: 65348 MW.

Historical load (l","NO

The estimated peak load is around 5529 MW.",False,,True,1974.67,16,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.74
energy_extreme_DE_LU_2023-05-09_01:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Wednesday. Is weekend: No.
Normal load range: 51655 ± 7784 MW. Extreme threshold: 63331 MW.

Historical load","Answer: YES

Estimated peak load: approximately 63345 MW",True,63345.0,True,1106.5,6,1.0,1.0,62238.5,True,llama3:8b-instruct-q2_K,zeroshot,18.66
energy_extreme_DE_LU_2023-10-16_01:30,DE_LU,Autumn,Tuesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Tuesday. Is weekend: No.
Normal load range: 53092 ± 8548 MW. Extreme threshold: 65915 MW.

Historical load (","NO.

The peak load is unlikely to exceed the extreme threshold of 65915 MW in the next 24 hours.",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,20.00
energy_extreme_DE_LU_2023-08-08_01:30,DE_LU,Summer,Wednesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Wednesday. Is weekend: No.
Normal load range: 48624 ± 8006 MW. Extreme threshold: 60633 MW.

Historical load","NO.

Peak load estimate in MW: 48624",False,,False,0.0,0,1.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,19.94
energy_extreme_DE_LU_2023-06-01_01:30,DE_LU,Summer,Friday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Friday. Is weekend: No.
Normal load range: 46508 ± 8653 MW. Extreme threshold: 59488 MW.

Historical load (l","NO.

Peak load estimate: 5600 MW",False,,True,390.1,5,0.0,1.0,N/A,True,llama3:8b-instruct-q2_K,zeroshot,18.13
