Key,Region,Season,Day,Prompt,LLM Result (raw),N Predicted Steps,MAE Penalised,MAE Matched,Step Coverage %,Extraction OK,Model,Prompting,Elapsed (s)
energy_DE_LU_2023-04-05_01:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Thursday. Is weekend: No.
Historical average load: 55759.05 M","54.67, 53.42, 51.21, 50.98, 51.33, 52.49, 53.91, 55.35, 56.79, 58.21, 59.62, 61.03, 62.45, 63.87, 65.29, 66.71, 68.14, 69.56, 71.04, 72.46, 74.89, 76.32, 77.74, 79.17, 80.61, 82.04, 83.47, 85.01, 86.55, 88.09, 89.62, 91.16, 92.59, 94.03, 95.47",0,54606.3515,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,58.25
energy_DE_LU_2023-02-26_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Monday. Is weekend: No.
Historical average load: 51068.85 MW.","42.58, 40.21, 38.72, 37.23, 35.74, 34.25, 32.67, 31.09, 29.52, 28.95, 26.38, 25.71, 24.04, 22.37, 20.71, 19.04, 17.37, 15.71, 14.04, 12.37, 10.71, 9.04, 7.37, 6.71, 5.04, 3.37, 2.71, 1.04, 0.37, 0.71",0,58100.7048,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,54.51
energy_DE_LU_2023-01-18_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 61722.22 M","Here are the predicted electricity loads (MW) for each of the next 48 time steps:

61722.22, 59935.68, 59128.54, 58465.41, 57992.98, 57615.69, 57330.96, 57052.47, 56845.39, 56693.54, 56539.71, 56419.45, 56355.48, 56291.25, 56235.98, 56179.59, 56126.54, 56069.47, 56023.54, 55984.45, 55946.47, 55897.4",0,63290.0912,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,57.61
energy_DE_LU_2023-04-06_01:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Friday. Is weekend: No.
Historical average load: 55194.57 MW.","55194.57, 54753.21, 53952.88, 53331.52, 52820.19, 52319.92, 51940.65, 51539.45, 51159.27, 50819.95, 50450.85, 50191.74, 49932.67, 49713.54, 49504.42, 49345.35, 49176.28, 49007.23, 48838.18, 48669.13, 48500.09, 48331.04, 48162.98, 47994.92, 47827.86, 47660.81, 47493.75, 47326.69, 47159.63, 46992.57, ",42,9797.1475,5059.5569,87.5,False,llama3:8b-instruct-q2_K,zeroshot,70.67
energy_DE_LU_2023-02-27_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 53702.97 MW","Here are the predicted electricity loads (MW) for the next 48 time steps (next 24 hours):

54.76, 57.32, 60.21, 62.81, 65.38, 68.13, 69.92, 73.05, 75.63, 78.36, 80.99, 84.58, 87.22, 90.02, 93.72, 96.38, 99.13, 101.95, 104.83, 108.49, 111.24, 114.04, 117.85, 120.71, 123.64, 126.59, 129.57, 132.59, 13",0,58898.6879,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,69.39
energy_DE_LU_2023-01-19_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Friday. Is weekend: No.
Historical average load: 62878.02 MW.","42.76, 39.91, 37.98, 36.08, 34.17, 32.28, 30.39, 28.51, 26.64, 24.77, 22.91, 21.05, 19.21, 17.36, 15.53, 13.71, 12.87, 11.04, 9.22, 8.39, 7.57, 6.74, 5.92, 5.11, 4.29, 3.47, 2.65, 1.85, 0.97, 0.12, 0.29, 0.47, 0.65, 0.83, 1.01, 1.19,",0,60730.0944,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,60.24
energy_DE_LU_2023-04-07_01:30,DE_LU,Spring,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Saturday. Is weekend: Yes.
Historical average load: 49658.84 ","49851.21, 51035.96, 52020.71, 53006.46, 53992.23, 54980.01, 55969.89, 56959.67, 57949.48, 58939.33, 59928.22, 60916.14, 61905.01, 62994.91, 63984.83, 64975.76, 65966.73, 66957.72, 67948.67, 68939.65, 69930.63, 70921.65, 71912.62, 72903.64, 73894.66, 74985.73, 75986.82, 76988.94, 77991.01, 78992.09, ",0,44361.3758,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.10
energy_DE_LU_2023-02-28_00:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Wednesday. Is weekend: No.
Historical average load: 58825.75 ","48.500, 47.800, 46.500, 46.100, 45.600, 45.100, 44.600, 44.100, 43.600, 43.100, 42.600, 42.100, 41.600, 41.100, 40.600, 40.100, 39.600, 39.100, 38.600, 38.100, 37.600, 37.100, 36.600, 36.100, 35.600, 35.100, 34.600, 34.100, 33.600, 33.100, 32.600, 32.100, 31.600, 31.100",0,58889.5073,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.81
energy_DE_LU_2023-01-20_00:30,DE_LU,Winter,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Saturday. Is weekend: Yes.
Historical average load: 62097.59 ","61435.67,61415.99,61346.23,61231.58,61139.08,61076.54,61035.29,60978.19,60931.52,60900.77,60874.62,60846.32,60829.18,60819.55,60794.39,60787.95,60782.67,60776.56,60773.32,60771.26,60768.55,60766.42,60765.31,60764.29,60764.27,60764.26,60764.25,60764.24",0,54606.9285,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,52.90
energy_DE_LU_2023-04-08_01:30,DE_LU,Spring,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Sunday. Is weekend: Yes.
Historical average load: 45101.72 MW","38622.93, 39345.21, 40068.39, 40791.57, 41514.75, 42237.93, 42960.11, 43682.29, 44405.47, 45128.65, 45851.83, 46574.01, 47296.19, 48018.37, 48740.55, 49462.73, 50184.91, 50907.09, 51630.27, 52352.45, 53074.63, 53896.81, 54518.99, 55251.17, 55973.35, 56695.53, 57417.71, 58139.89, 58861.07, 59582.25, ",0,39101.5821,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,56.63
energy_DE_LU_2023-03-01_00:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Thursday. Is weekend: No.
Historical average load: 58915.31 M","55015.21, 56327.69, 57641.08, 59155.47, 60770.95, 62496.41, 64232.91, 65969.34, 67596.93, 69433.53, 71368.21, 73303.95, 75438.65, 77573.34, 79808.99, 82043.65, 84478.34, 86912.99, 89348.65, 91983.32, 93418.96, 94953.68, 96588.36, 98423.03, 100258.69, 102483.32, 104708.95, 106933.65, 109158.34",0,58931.0312,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,60.68
energy_DE_LU_2023-01-21_00:30,DE_LU,Winter,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Sunday. Is weekend: Yes.
Historical average load: 57446.43 MW","49701.82, 48558.54, 47637.0, 46942.88, 47042.52, 47014.48, 46638.29, 46568.21, 46926.21, 46781.36, 46695.82, 47363.9, 48461.39, 49841.14, 51771.64, 53861.92, 55922.02, 57868.15, 59133.55, 60396.62, 60625.26, 61250.3, 61724.88, 61644.88, 60992.38, 60519.54, 59966.54, 59273.5, 59062.76, 58394.12, 5824",0,51174.1642,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,60.62
energy_DE_LU_2023-04-09_01:30,DE_LU,Spring,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Monday. Is weekend: No.
Historical average load: 41698.25 MW.","41298.21, 42151.95, 43420.13, 44451.82, 45682.19, 47193.25, 48792.39, 50503.53, 52113.71, 53621.96, 55131.23, 56633.49, 58142.95, 59652.25, 61162.59, 62672.91, 64192.23, 65712.56, 67232.95, 68752.35, 70271.93, 71791.26, 73311.65, 74831.07, 76350.49, 77869.93, 79389.37, 80908.95, 82428.55, 83947.11, ",0,42022.6260,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.92
energy_DE_LU_2023-03-02_00:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Friday. Is weekend: No.
Historical average load: 58906.5 MW.
","58.34, 62.19, 66.04, 69.89, 73.74, 77.59, 81.44, 85.31, 89.19, 92.97, 96.79, 100.64, 104.51, 108.39, 112.28, 116.18, 120.08, 123.98, 127.88, 131.79, 135.71, 139.64, 143.57, 147.52, 151.47, 155.43, 159.39, 163.35, 167.32, 171.29, 175.27, 179.25, 183.23,",0,58315.8804,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.87
energy_DE_LU_2023-01-22_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Monday. Is weekend: No.
Historical average load: 52712.8 MW.
","55051.68, 55582.95, 55811.19, 56231.28, 56635.15, 57046.87, 57459.46, 57868.82, 58273.14, 58685.29, 59093.41, 59495.52, 59894.69, 60291.83, 60684.94, 61076.04, 61465.16, 61852.27, 62237.39, 62619.52, 63000.66, 63379.81, 63757.96, 64134.11, 64508.28, 64880.46, 65250.65, 65619.86, 65987.01, 66352.19, ",0,60497.3406,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,60.57
energy_DE_LU_2023-04-10_01:30,DE_LU,Spring,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Tuesday. Is weekend: No.
Historical average load: 39900.4 MW.","39,342.56",0,53150.6092,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,40.61
energy_DE_LU_2023-03-03_00:30,DE_LU,Spring,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Saturday. Is weekend: Yes.
Historical average load: 58586.12 ","48.125, 47.75, 46.75, 45.875, 45.5, 45.375, 44.75, 44.5, 44.375, 43.875, 43.5, 43.375, 42.875, 42.5, 42.375, 41.875, 41.5, 41.375, 40.875, 40.5, 40.375, 39.875, 39.5, 39.375, 38.875, 38.5, 38.375, 37.875, 37.5, 37.375, 36.875, 36.5, 36.375, 35.875, 35.5, 35.375, 34.875, 34.5, 34.375,",0,52791.3440,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,39.45
energy_DE_LU_2023-01-23_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 55685.53 MW","55685.53, 51421.46, 49538.29, 47871.33, 46515.79, 45492.64, 44241.09, 43719.86, 43267.71, 42891.02, 42518.55, 42150.81, 41871.64, 41621.93, 41392.71, 41142.86, 40932.64, 40733.09, 40572.65, 40393.71, 40214.57, 40045.93, 39877.09, 39709.42, 39541.55",0,60405.2410,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,57.37
energy_DE_LU_2023-04-11_01:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Wednesday. Is weekend: No.
Historical average load: 48289.22 ","40292.34, 39955.68, 39693.29, 39441.58, 39761.38, 41131.02, 41968.4, 43869.97, 46189.68, 50558.25, 53623.6, 55883.11, 57279.08, 58242.13, 59388.15, 59627.96, 60685.37, 61285.0, 61614.87, 61930.9, 62573.06, 62998.5, 62514.43, 61372.79, 59972.37, 59166.3, 58541.34, 57781.42, 57073.76, 56481.72, 55872.",0,55554.8152,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,62.32
energy_DE_LU_2023-03-04_00:30,DE_LU,Spring,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Sunday. Is weekend: Yes.
Historical average load: 55710.04 MW","55.21, 53.89, 51.33, 49.67, 48.33, 46.78, 45.59, 44.71, 43.91, 43.13, 42.35, 41.55, 40.82, 40.04, 39.33, 38.68, 37.98, 37.34, 36.67, 36.05, 35.47, 34.93, 34.37, 33.89, 33.36, 32.83, 32.29, 31.79, 31.33, 30.93, 30.57, 30.21, 29.86, 29.5, 29.23, 28.94, 28.67, 28.39, 28.12, 27.85, 27.59, 27.33, 27.07, ",47,48492.9677,48558.2023,97.9,False,llama3:8b-instruct-q2_K,zeroshot,73.00
energy_DE_LU_2023-01-24_00:30,DE_LU,Winter,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Wednesday. Is weekend: No.
Historical average load: 60621.08 ","45.23, 42.68, 39.91, 37.22, 34.55, 31.88, 29.35, 26.82, 24.29, 21.76, 19.23, 16.7, 14.13, 11.58, 9.01, 6.44, 4.87, 3.32, 1.77, 0.24, -1.29, -2.82, -4.35, -5.88, -7.41, -8.95, -10.48, -12.01, -13.54, -15.07, -16.6, -18.14, -19.67, -21.2, -22.64, -24.07, -25.5, -26.94, -28.38, -29.81, -31.24, -32.67, ",48,61238.8419,61238.8419,100.0,True,llama3:8b-instruct-q2_K,zeroshot,74.99
energy_DE_LU_2023-03-05_00:30,DE_LU,Spring,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Monday. Is weekend: No.
Historical average load: 50362.54 MW.","55067.31, 55239.48, 55513.55, 55693.71, 55881.82, 56103.95, 56342.06, 56593.18, 56954.29, 57236.38, 57621.46, 58011.52, 58426.65, 58852.74, 59302.83, 59749.91, 60206.97, 60769.03, 61433.09, 62099.14, 62775.18, 63461.22, 64157.25, 64853.29, 65559.33, 66265.37, 66971.41, 67677.44, 68403.47, 69129.52, ",0,58606.5096,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,70.45
energy_DE_LU_2023-01-25_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 60748.12 M","58.75, 62.31, 66.27, 69.34, 72.35, 75.32, 78.34, 81.34, 84.35, 87.37, 90.39, 93.38, 96.36, 99.33, 102.35, 105.32, 108.35, 111.38, 114.38, 117.35, 120.33, 123.32, 126.35, 129.33, 132.35, 135.38, 138.38, 141.35, 144.33, 147.32, 150.35",0,62961.6944,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,58.34
energy_DE_LU_2023-03-06_00:30,DE_LU,Spring,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Tuesday. Is weekend: No.
Historical average load: 53197.97 MW","57613.35, 59231.92, 60437.95, 61754.09, 63118.38, 64451.93, 65931.95, 67335.08, 69079.37, 70733.99, 71959.13, 73318.39, 74854.06, 76429.31, 78109.56, 79839.92, 81479.37, 83049.95, 84629.13, 86349.31, 87919.57, 89499.92, 91229.37, 92749.57, 94299.92, 95829.37, 97349.57",0,61024.7235,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,53.85
energy_DE_LU_2023-01-26_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Friday. Is weekend: No.
Historical average load: 62114.5 MW.
","Here are the predicted electricity loads:

62511.3, 63421.5, 64215.8, 65498.6, 66305.8, 66953.4, 67430.8, 67999.4, 68447.8, 69119.6, 69639.8, 70155.6, 70629.8, 71154.6, 71679.4, 72202.8, 72699.6, 73325.6, 73848.8, 74371.4, 74904.6, 75436.8, 75959.4, 76482.6, 77005.8, 77528.4, 78052.6, 78575.8, 79101",0,61629.6573,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.04
energy_DE_LU_2023-03-07_00:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Wednesday. Is weekend: No.
Historical average load: 60247.2 M","55051.18, 57275.34, 59592.56, 62119.88, 64438.29, 66752.7, 69264.93, 71581.25, 73396.56, 75319.88, 77142.5, 79263.91, 81485.33, 83393.55, 85316.86, 87139.29, 89251.56, 91464.89, 93376.21, 95388.52, 97201.85, 99014.17, 10126.51, 10248.82, 10370.23, 10492.55, 10614.87, 10736.29, 10858.52, 10980.83, 11",0,58980.0550,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,66.33
energy_DE_LU_2023-01-27_00:30,DE_LU,Winter,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Saturday. Is weekend: Yes.
Historical average load: 62823.91 ","53827.51, 54534.68, 55343.85, 56255.04, 57273.23, 58402.34, 59530.46, 60658.59, 61787.71, 63016.83, 64245.96, 65475.09, 66804.22, 68033.35, 69262.48, 70491.61, 71730.74, 72959.87, 74289.01, 75628.14, 76957.27, 78287.41, 79626.54, 80955.67, 82285.81, 83524.94, 84764.07, 86003.21, 87242.34, 88581.48, ",0,53109.2100,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,66.27
energy_DE_LU_2023-03-08_00:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Thursday. Is weekend: No.
Historical average load: 60306.97 M","56.23, 58.67, 61.11, 63.53, 65.95, 68.37, 70.79, 73.21, 75.63, 78.05, 80.47, 82.89, 85.31, 87.72, 90.14, 92.56, 94.98, 97.39, 99.81, 102.23, 104.65, 107.06, 109.47, 111.88, 114.29, 116.71, 119.12, 121.54, 123.95, 126.36, 128.77, 131.19, 133.61, 136.02, 138.44, 140.85",0,57645.7983,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.36
energy_DE_LU_2023-01-28_00:30,DE_LU,Winter,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Sunday. Is weekend: Yes.
Historical average load: 56947.09 MW","49.23, 52.17, 54.51, 55.89, 56.23, 56.51, 55.67, 54.34, 53.19, 52.29, 51.38, 50.31, 49.49, 48.63, 47.79, 46.97, 46.19, 45.38, 44.57, 43.74, 42.93, 42.12, 41.31, 40.5, 39.71, 38.94, 38.17, 37.39, 36.62, 35.87, 35.12, 34.37, 33.64, 32.91, 32.18, 31.45, 30.72, 29.99, 29.26, 28.53, 27.8, 27.07, 26.34, 2",44,51455.0931,51360.7207,91.7,False,llama3:8b-instruct-q2_K,zeroshot,64.62
energy_DE_LU_2023-03-09_00:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Friday. Is weekend: No.
Historical average load: 58063.12 MW.","57621.43, 58491.92, 59271.35, 59951.78, 60632.21, 61313.65, 61994.09, 62675.52, 63356.96, 64038.4, 64720.85, 65402.29, 66084.62, 66767.96, 67451.31, 68134.65, 68817.99, 69401.33, 70184.67, 70867.01, 71549.36, 72231.7, 72913.94, 73596.28, 74279.61, 74962.95, 75646.29, 76329.53, 77012.87, 77695.21, 78",0,58327.8975,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,65.34
